fecha,temp_media,temp_max,temp_min,lluvia_mm,viento_kmh
2026-05-28,11.5,16.6,0.7,1.7,33.6
2026-05-29,6.1,16.5,7.2,1.5,39.2
2026-05-30,2.7,12.4,3.9,0.2,13.1
2026-05-31,10.2,14.9,-1.1,1.3,12.7
2026-06-01,2.6,12.1,2.4,5.5,32.5
2026-06-02,5.1,17.6,6.0,0.3,6.0
2026-06-03,10.6,17.3,5.2,2.6,37.1
2026-06-04,13.9,20.0,-0.3,0.5,33.1
2026-06-05,11.4,14.5,7.2,4.6,6.6
2026-06-06,7.7,13.8,6.5,2.8,31.6
2026-06-07,6.3,17.6,0.2,3.0,14.7
2026-06-08,2.8,14.5,3.1,1.5,40.0
2026-06-09,5.2,14.7,-1.9,0.5,24.1
2026-06-10,5.1,18.6,-2.0,0.4,34.4
2026-06-11,7.5,14.5,4.4,0.1,36.2
2026-06-12,3.0,20.0,0.4,2.5,36.4
2026-06-13,14.2,15.1,7.0,0.5,25.3
2026-06-14,14.8,17.6,5.6,0.0,8.4
2026-06-15,8.0,17.4,5.2,0.3,23.7
2026-06-16,12.7,19.0,6.2,3.4,38.0
2026-06-17,4.8,18.1,4.7,0.6,12.3
2026-06-18,13.8,11.5,-0.6,2.0,13.4
2026-06-19,9.6,16.2,7.2,1.1,35.5
2026-06-20,2.3,16.8,7.3,3.1,32.1
2026-06-21,9.8,12.4,-2.0,0.1,16.0
2026-06-22,8.9,15.2,6.7,1.2,18.7
2026-06-23,13.3,13.1,-1.8,0.6,24.9
2026-06-24,12.0,16.4,6.8,1.8,35.0
2026-06-25,9.7,19.0,1.8,0.6,33.2
2026-06-26,5.5,11.1,0.5,0.8,19.9
2026-06-27,10.5,11.1,-1.5,1.8,14.3
2026-06-28,5.4,19.1,6.2,5.9,13.7
2026-06-29,11.6,16.0,-1.6,1.4,26.7
2026-06-30,3.9,16.3,-2.0,1.3,37.5
2026-07-01,7.1,18.0,5.8,0.3,30.0
2026-07-02,6.7,17.8,-0.5,0.4,23.1
2026-07-03,14.4,17.4,0.0,0.3,9.4
2026-07-04,9.9,11.6,1.2,6.5,27.2
2026-07-05,13.1,17.4,7.7,2.9,6.6
2026-07-06,5.3,14.1,5.5,1.5,33.5
2026-07-07,13.8,19.5,5.3,1.0,6.3
2026-07-08,6.2,11.0,0.3,0.7,18.4
2026-07-09,11.8,14.9,0.7,0.2,15.1
2026-07-10,13.5,15.0,5.4,0.2,15.9
2026-07-11,7.9,12.9,4.1,1.7,16.0
2026-07-12,11.1,11.9,5.2,1.2,31.7
2026-07-13,7.4,19.6,4.9,1.1,36.5
2026-07-14,10.9,11.3,1.8,0.3,23.8
2026-07-15,14.3,13.6,4.0,1.9,20.2
2026-07-16,14.6,19.5,-1.9,0.1,26.3
2026-07-17,9.0,12.3,1.0,5.3,13.6
2026-07-18,7.3,15.0,5.3,0.4,11.6
2026-07-19,6.5,19.6,0.5,3.0,31.0
2026-07-20,3.7,17.6,-1.0,1.7,28.6
2026-07-21,11.2,12.9,4.9,1.4,28.2
2026-07-22,2.1,18.9,3.6,1.0,18.6
2026-07-23,4.4,16.0,1.2,0.2,37.2
2026-07-24,13.9,16.3,5.9,4.6,10.3
2026-07-25,7.6,15.0,5.5,1.1,31.1
2026-07-26,14.9,13.6,1.0,1.8,37.5
2026-07-27,3.1,15.7,-0.1,0.8,5.4
2026-07-28,3.8,17.6,-0.8,2.6,26.8
2026-07-29,2.3,18.7,5.5,0.1,39.6
2026-07-30,4.5,14.4,4.0,0.0,7.7
2026-07-31,6.3,10.5,0.1,0.3,22.2
2026-08-01,14.9,15.3,3.0,1.5,35.1
2026-08-02,5.7,17.7,0.1,2.6,8.4
2026-08-03,9.8,13.2,1.1,0.4,15.7
2026-08-04,2.4,18.2,5.5,0.9,32.8
2026-08-05,13.1,12.7,-1.4,0.2,16.1
2026-08-06,10.6,15.6,6.2,2.2,22.2
2026-08-07,2.9,16.0,0.7,1.5,25.5
2026-08-08,14.4,11.9,2.0,1.2,27.4
2026-08-09,7.9,14.2,-0.2,0.7,35.3
2026-08-10,9.9,11.3,-0.8,0.6,32.3
2026-08-11,5.1,18.9,3.8,0.0,25.3
2026-08-12,3.4,16.0,2.0,6.0,26.8
2026-08-13,8.6,17.6,1.5,1.3,22.6
2026-08-14,4.8,11.2,-1.3,1.4,20.5
2026-08-15,5.1,13.5,4.7,2.4,7.6
2026-08-16,8.7,18.0,-0.1,1.0,21.7
2026-08-17,2.1,13.1,4.3,2.4,26.2
2026-08-18,13.6,11.4,4.8,2.0,28.7
2026-08-19,10.6,11.6,-0.0,0.9,37.3
2026-08-20,9.6,15.2,7.3,0.9,23.8
2026-08-21,12.5,17.1,6.7,1.1,31.8
2026-08-22,7.8,18.4,7.4,3.2,30.1
2026-08-23,4.6,13.3,0.7,0.5,6.2
2026-08-24,6.3,17.8,5.0,1.4,8.5
2026-08-25,3.5,19.8,4.0,5.6,36.3
2026-08-26,12.9,10.4,-1.1,0.9,20.5
2026-08-27,13.0,19.1,3.7,0.9,36.9
2026-08-28,12.2,19.5,6.1,0.3,27.2
2026-08-29,7.2,11.6,6.0,0.6,23.3
2026-08-30,9.0,13.5,3.6,0.4,11.3
2026-08-31,14.4,16.9,-1.7,0.4,30.4
2026-09-01,4.4,13.8,2.1,3.8,17.1
2026-09-02,12.7,11.7,2.3,2.3,22.3
2026-09-03,10.6,14.7,5.0,2.5,27.0
2026-09-04,9.1,18.9,1.2,0.0,29.7
2026-09-05,9.3,12.3,3.4,0.1,26.0
2026-09-06,14.1,10.9,-2.0,0.5,5.5
2026-09-07,9.9,17.9,3.0,1.8,19.6
2026-09-08,12.5,12.1,5.6,1.5,35.7
2026-09-09,4.9,14.3,2.9,0.3,5.9
2026-09-10,13.9,16.1,7.2,1.0,16.1
2026-09-11,8.0,17.8,4.6,0.5,29.7
2026-09-12,8.8,18.5,-0.7,2.6,28.2
2026-09-13,5.1,17.7,-1.1,0.2,34.4
2026-09-14,5.5,18.2,3.7,0.5,16.4
2026-09-15,5.7,19.6,6.0,0.8,30.6
2026-09-16,13.5,10.7,-1.8,1.6,29.8
2026-09-17,13.8,15.4,1.9,0.0,30.2
2026-09-18,12.7,18.8,7.0,0.4,38.9
2026-09-19,11.2,18.0,-1.4,3.4,33.2
2026-09-20,5.2,10.5,4.5,1.9,9.2
2026-09-21,11.4,14.2,7.2,2.9,22.2
2026-09-22,2.3,18.2,3.3,0.6,13.0
2026-09-23,14.1,11.0,4.1,2.2,24.1
2026-09-24,14.5,17.1,0.7,0.4,16.1
2026-09-25,7.9,18.6,1.6,0.1,13.8
2026-09-26,8.7,16.0,4.4,0.8,35.2
2026-09-27,3.4,16.9,0.5,0.3,6.2
2026-09-28,3.9,18.4,1.4,4.4,24.6
2026-09-29,7.7,13.7,-0.3,0.2,32.2
2026-09-30,3.5,10.4,-1.7,2.5,18.1
2026-10-01,6.9,12.3,7.4,0.1,7.0
2026-10-02,13.5,16.0,5.0,0.4,38.4
2026-10-03,10.6,10.7,-1.6,0.0,20.5
2026-10-04,9.8,12.6,7.0,0.4,8.8
2026-10-05,10.8,13.6,5.9,3.0,6.7
2026-10-06,7.4,14.3,5.0,1.6,5.1
2026-10-07,14.0,14.1,6.1,0.2,10.6
2026-10-08,9.7,17.4,1.8,1.4,7.0
2026-10-09,10.6,19.4,5.5,1.0,16.3
2026-10-10,14.3,12.1,6.6,2.0,6.9
2026-10-11,3.7,15.8,-1.7,0.4,28.3
2026-10-12,3.4,12.9,7.3,3.4,28.5
2026-10-13,10.5,12.7,1.3,1.5,15.8
2026-10-14,13.1,14.5,7.4,3.2,36.5
2026-10-15,14.7,16.3,4.8,0.2,19.4
2026-10-16,10.9,15.0,3.6,0.2,14.3
2026-10-17,6.5,18.9,6.2,1.3,11.5
2026-10-18,10.4,14.9,4.3,0.8,7.9
2026-10-19,6.7,13.3,4.9,1.5,10.7
2026-10-20,13.5,14.6,5.0,1.7,7.6
2026-10-21,10.8,15.8,0.3,0.8,26.4
2026-10-22,14.7,19.6,0.9,3.2,21.6
2026-10-23,3.6,12.4,2.2,0.8,5.8
2026-10-24,12.5,16.5,4.6,0.1,6.5
2026-10-25,6.8,11.5,2.0,0.6,39.0
2026-10-26,14.3,13.0,1.1,0.6,35.2
2026-10-27,10.2,15.9,-1.3,0.1,36.7
2026-10-28,5.2,12.8,4.1,3.3,13.0
2026-10-29,11.8,13.1,7.4,0.6,10.2
2026-10-30,7.1,13.0,-0.8,0.3,25.2
2026-10-31,13.6,17.6,2.2,1.7,36.6
2026-11-01,13.7,18.4,-1.0,2.1,22.3
2026-11-02,6.1,11.2,-1.8,0.3,15.2
2026-11-03,3.2,14.8,-1.7,0.7,37.6
2026-11-04,11.5,15.6,5.2,1.9,28.4
2026-11-05,12.1,19.6,-0.7,0.7,10.1
2026-11-06,8.6,10.8,6.1,0.2,16.6
2026-11-07,13.0,17.1,0.9,2.1,19.0
2026-11-08,4.7,12.2,1.6,1.3,27.2
2026-11-09,11.0,16.5,0.4,0.8,27.2
2026-11-10,7.6,16.5,-1.9,0.0,31.8
2026-11-11,2.0,11.3,5.8,0.9,23.8
2026-11-12,7.9,14.8,3.1,0.9,38.1
2026-11-13,12.6,18.0,0.1,3.0,6.0
2026-11-14,2.3,12.4,5.0,0.7,26.2
2026-11-15,8.1,10.5,5.6,1.6,21.5
2026-11-16,7.4,16.8,3.7,0.1,16.0
2026-11-17,13.2,17.2,3.7,0.5,21.0
2026-11-18,8.5,10.8,0.4,0.3,14.3
2026-11-19,8.6,16.6,0.8,1.0,21.3
2026-11-20,13.1,13.8,2.9,6.3,38.2
2026-11-21,4.6,17.4,4.8,1.4,8.7
2026-11-22,8.4,13.6,-1.6,1.3,25.7
2026-11-23,4.7,13.3,4.7,1.6,26.2
2026-11-24,14.5,18.0,6.1,0.2,15.6
2026-11-25,3.5,11.3,1.7,1.2,18.7
2026-11-26,3.4,16.1,3.3,4.9,20.2
2026-11-27,6.3,13.0,6.1,1.1,14.7
2026-11-28,6.5,13.7,-1.3,0.6,31.6
2026-11-29,4.1,15.8,-0.6,0.1,6.4
2026-11-30,6.0,12.1,1.4,1.5,15.1
2026-12-01,5.3,18.6,0.6,0.3,21.4
2026-12-02,4.4,15.7,4.1,0.4,17.0
2026-12-03,8.3,12.7,3.0,1.4,23.0
2026-12-04,9.6,12.7,7.9,0.0,36.7
2026-12-05,7.8,12.8,7.1,1.7,22.7
2026-12-06,6.4,12.3,-1.8,0.5,17.0
2026-12-07,5.9,13.9,-1.2,0.4,7.8
2026-12-08,11.3,14.1,6.0,0.6,14.8
2026-12-09,3.9,10.2,6.1,1.6,33.6
2026-12-10,4.5,10.3,-0.7,1.0,9.1
2026-12-11,11.1,13.1,6.6,0.6,27.8
2026-12-12,7.5,19.4,-0.2,0.4,15.4
2026-12-13,12.2,13.1,3.6,5.4,12.1
2026-12-14,8.0,17.6,-1.6,1.5,14.2
2026-12-15,12.1,16.7,0.3,1.7,19.0
2026-12-16,9.7,11.8,2.1,0.3,29.1
2026-12-17,3.6,12.8,3.6,0.3,23.9
2026-12-18,3.0,19.5,3.6,2.4,37.0
2026-12-19,4.6,15.8,6.4,1.3,23.0
2026-12-20,10.0,16.2,4.7,2.0,36.0
2026-12-21,3.1,19.4,2.4,3.5,22.4
2026-12-22,4.7,15.8,4.8,3.5,32.2
2026-12-23,11.9,13.4,6.1,0.1,23.3
2026-12-24,4.8,14.8,1.3,2.3,34.7
2026-12-25,2.7,19.7,6.8,1.2,24.5
2026-12-26,8.0,14.3,4.4,1.4,20.9
2026-12-27,2.9,13.4,7.4,1.5,28.0
2026-12-28,11.5,12.5,0.2,1.8,7.9
2026-12-29,13.3,13.6,1.2,1.2,26.8
2026-12-30,9.4,16.7,0.3,3.9,31.2
2026-12-31,6.8,13.3,0.9,1.9,28.8
2027-01-01,5.6,19.5,-0.1,1.4,17.4
2027-01-02,10.1,11.0,3.5,4.5,9.8
2027-01-03,6.5,18.2,-1.1,0.0,25.3
2027-01-04,8.5,19.2,-0.8,2.1,23.4
2027-01-05,2.3,18.3,7.0,0.2,35.5
2027-01-06,7.2,15.8,4.5,1.3,7.6
2027-01-07,9.9,13.1,4.2,6.7,6.3
2027-01-08,8.6,13.8,7.7,0.5,37.9
2027-01-09,11.1,11.1,5.9,5.4,35.9
2027-01-10,4.4,14.1,1.6,0.2,20.0
2027-01-11,12.0,16.0,0.6,1.2,39.9
2027-01-12,11.5,16.4,0.3,1.4,15.5
2027-01-13,8.0,12.7,3.2,0.2,27.8
2027-01-14,3.1,11.8,1.0,0.7,10.0
2027-01-15,10.9,13.9,5.5,2.2,16.3
2027-01-16,6.6,12.9,-0.3,0.3,31.8
2027-01-17,6.6,16.4,4.6,2.2,23.1
2027-01-18,6.6,17.2,2.9,7.7,37.2
2027-01-19,2.9,13.0,1.9,1.0,34.5
2027-01-20,9.7,16.3,-1.6,4.8,6.5
2027-01-21,7.5,19.1,1.1,0.2,31.0
2027-01-22,2.7,14.1,5.5,2.3,35.8
2027-01-23,2.9,14.1,0.9,0.1,22.7
2027-01-24,4.0,13.8,-2.0,3.8,19.6
2027-01-25,2.8,12.0,-1.0,0.6,15.5
2027-01-26,3.8,11.0,4.1,4.2,10.9
2027-01-27,11.9,12.5,-1.6,0.2,12.6
2027-01-28,4.3,17.1,2.9,0.9,36.2
2027-01-29,4.7,11.1,-1.7,1.3,20.9
2027-01-30,4.8,18.3,5.2,1.4,34.9
2027-01-31,4.9,17.2,7.8,0.7,36.4
2027-02-01,10.5,18.5,-1.6,0.7,24.2
2027-02-02,4.8,19.2,5.6,4.9,31.3
2027-02-03,4.6,14.4,0.7,0.7,13.1
2027-02-04,11.5,18.1,7.8,1.6,18.7
2027-02-05,3.6,14.6,-0.5,3.0,14.8
2027-02-06,7.5,13.8,4.6,0.6,20.9
2027-02-07,2.7,15.7,0.1,0.8,12.3
2027-02-08,3.0,17.8,1.1,1.5,15.3
2027-02-09,9.1,13.9,5.9,1.7,10.3
2027-02-10,14.3,12.1,4.3,2.9,22.5
2027-02-11,3.7,15.3,-1.5,2.1,36.3
2027-02-12,14.9,14.9,7.5,0.8,31.7
2027-02-13,8.2,16.4,4.2,0.1,33.1
2027-02-14,7.6,13.1,0.2,2.1,6.1
2027-02-15,12.2,10.3,7.2,2.6,11.8
2027-02-16,11.4,17.9,7.2,0.8,31.9
2027-02-17,7.3,16.2,4.8,0.6,30.1
2027-02-18,13.3,11.6,7.9,0.8,39.6
2027-02-19,10.1,15.2,6.2,1.3,14.8
2027-02-20,14.9,10.1,6.6,0.2,5.2
2027-02-21,8.7,10.8,6.6,3.5,6.5
2027-02-22,12.6,16.1,5.8,0.4,7.7
2027-02-23,12.6,17.4,6.0,2.4,28.9
2027-02-24,9.8,19.8,-1.6,1.2,27.0
2027-02-25,11.1,14.8,3.9,4.2,6.8
2027-02-26,10.7,11.5,0.3,0.0,17.1
2027-02-27,11.6,14.1,1.8,0.7,16.7
2027-02-28,7.7,19.8,4.2,0.8,5.1
2027-03-01,7.3,14.0,7.7,0.8,25.2
2027-03-02,12.9,13.9,0.8,0.4,29.8
2027-03-03,13.3,19.8,2.9,0.6,16.2
2027-03-04,10.5,17.1,3.3,1.8,31.2
2027-03-05,12.3,13.9,5.8,0.3,38.1
2027-03-06,5.1,17.1,2.6,1.8,23.7
2027-03-07,4.6,14.4,-1.5,1.3,16.5
2027-03-08,2.6,13.2,5.0,1.5,5.6
2027-03-09,14.0,15.5,0.5,0.1,30.4
2027-03-10,4.5,10.6,7.2,0.5,28.4
2027-03-11,3.7,11.9,-1.4,1.4,32.8
2027-03-12,13.2,11.8,2.8,2.1,26.7
2027-03-13,8.0,10.0,1.8,1.7,11.2
2027-03-14,3.5,13.4,6.4,1.7,6.2
2027-03-15,9.0,15.7,5.3,1.1,38.5
2027-03-16,12.5,17.1,1.0,0.2,33.9
2027-03-17,6.5,12.8,0.2,0.8,34.6
2027-03-18,5.7,15.4,-1.6,2.0,37.7
2027-03-19,10.9,16.8,-1.5,1.3,34.8
2027-03-20,10.3,19.8,2.3,0.1,21.0
2027-03-21,9.9,16.4,0.9,0.6,39.2
2027-03-22,14.3,13.9,7.7,0.2,24.2
2027-03-23,9.5,17.8,4.5,0.2,36.6
2027-03-24,10.8,18.8,6.7,2.7,11.2
2027-03-25,12.9,14.8,5.2,0.5,11.8
2027-03-26,13.8,11.1,2.4,2.2,39.6
2027-03-27,14.7,17.0,4.6,2.1,26.3
2027-03-28,7.4,11.6,7.8,1.1,23.5
2027-03-29,11.7,11.2,5.4,1.4,28.4
2027-03-30,14.7,10.7,6.0,6.5,17.6
2027-03-31,3.1,13.0,5.3,2.0,11.4
2027-04-01,6.2,16.1,7.4,1.2,15.9
2027-04-02,9.9,13.0,4.4,5.9,24.6
2027-04-03,5.5,19.7,-0.1,1.8,20.0
2027-04-04,8.3,12.9,5.6,0.1,16.4
2027-04-05,3.7,17.1,6.6,1.5,30.0
2027-04-06,11.8,18.6,-0.6,2.1,31.6
2027-04-07,10.5,10.6,6.8,2.1,18.7
2027-04-08,8.9,17.3,4.1,2.0,13.5
2027-04-09,3.1,15.0,5.1,0.5,38.1
2027-04-10,12.4,11.2,4.3,0.3,34.2
2027-04-11,4.3,11.7,-0.1,2.8,30.1
2027-04-12,14.6,18.9,6.7,12.0,28.2
2027-04-13,14.7,19.8,6.2,1.2,34.4
2027-04-14,9.5,16.7,4.6,1.4,10.8
2027-04-15,10.3,13.0,0.8,2.3,6.4
2027-04-16,7.8,17.9,-0.2,0.6,39.2
2027-04-17,10.3,15.0,-1.2,0.2,9.5
2027-04-18,7.6,12.0,5.1,0.2,12.0
2027-04-19,7.6,18.3,1.4,1.9,12.5
2027-04-20,4.6,15.9,3.3,3.6,9.0
2027-04-21,6.5,10.3,5.4,0.0,13.2
2027-04-22,5.1,13.6,3.9,0.4,18.4
2027-04-23,14.4,18.7,2.4,0.7,14.9
2027-04-24,4.6,14.6,1.9,6.3,10.1
2027-04-25,10.8,18.3,5.6,1.8,15.7
2027-04-26,12.9,14.9,5.1,1.5,35.6
2027-04-27,3.2,17.1,4.8,4.9,22.4
2027-04-28,11.7,19.2,0.5,0.1,15.6
2027-04-29,14.7,11.4,7.8,1.9,9.3
2027-04-30,8.7,18.3,-1.3,0.7,28.6
2027-05-01,14.7,13.5,5.9,0.5,30.6
2027-05-02,7.1,10.1,-0.2,5.3,28.6
2027-05-03,6.7,17.6,0.2,1.0,24.7
2027-05-04,9.5,18.8,0.5,2.9,24.1
2027-05-05,8.8,16.2,2.3,0.7,32.3
2027-05-06,2.7,16.7,5.7,0.5,7.1
2027-05-07,4.9,18.4,6.2,4.2,20.9
2027-05-08,14.2,15.6,1.8,0.6,33.9
2027-05-09,5.8,12.1,-0.9,0.2,23.9
2027-05-10,10.7,12.0,6.4,1.3,39.1
2027-05-11,6.3,10.6,2.5,2.2,6.7
2027-05-12,6.2,16.2,1.0,0.2,35.2
2027-05-13,4.6,19.0,7.4,0.2,21.2
2027-05-14,3.4,19.3,7.8,1.2,19.6
2027-05-15,13.6,13.5,5.3,0.8,29.2
2027-05-16,3.3,12.2,4.1,0.2,7.9
2027-05-17,8.9,17.0,4.8,2.3,33.4
2027-05-18,12.8,17.5,7.1,0.2,9.2
2027-05-19,13.9,12.6,3.0,0.7,32.7
2027-05-20,10.3,15.8,5.8,2.9,20.8
2027-05-21,7.6,14.1,0.5,0.6,24.7
2027-05-22,12.6,14.6,5.4,1.5,36.1
2027-05-23,13.9,15.5,5.2,1.6,32.1
2027-05-24,5.7,11.1,7.9,0.8,27.0
2027-05-25,6.6,19.2,5.7,0.2,27.5
2027-05-26,3.1,19.5,3.8,0.9,38.3
2027-05-27,6.4,19.8,4.1,4.0,23.7
2027-05-28,6.7,14.3,-0.2,3.2,36.9
2027-05-29,13.1,11.7,7.2,0.3,38.7
2027-05-30,14.8,19.4,0.1,1.4,26.2
2027-05-31,14.5,14.0,1.4,2.4,10.5
2027-06-01,11.2,10.1,-1.7,0.0,28.5
2027-06-02,8.4,18.1,1.0,2.7,27.4
2027-06-03,10.3,15.8,4.6,0.1,14.4
2027-06-04,11.9,18.2,1.3,0.2,8.8
2027-06-05,7.7,10.7,5.5,0.1,14.9
2027-06-06,14.9,14.7,0.9,0.8,28.7
2027-06-07,12.1,13.3,5.5,1.7,11.9
2027-06-08,8.7,11.6,6.9,0.1,36.0
2027-06-09,14.9,14.8,6.8,0.0,22.6
2027-06-10,5.8,10.3,3.3,0.1,11.8
2027-06-11,10.8,10.9,-1.3,0.6,25.7
2027-06-12,9.6,10.9,3.4,1.3,6.2
2027-06-13,13.1,11.5,-0.5,0.0,17.1
2027-06-14,7.8,15.6,5.0,1.8,24.6
2027-06-15,13.0,10.7,-1.6,2.5,22.5
2027-06-16,2.8,14.8,0.9,0.2,14.2
2027-06-17,10.0,12.9,4.2,0.9,39.7
2027-06-18,6.2,13.9,5.2,2.3,37.4
2027-06-19,10.9,11.2,2.2,1.0,26.7
2027-06-20,14.4,10.3,2.5,0.2,19.8
2027-06-21,4.7,18.9,6.7,1.5,22.7
2027-06-22,2.0,18.5,4.3,1.2,24.0
2027-06-23,11.3,11.8,2.4,1.1,35.8
2027-06-24,13.1,18.7,3.7,0.7,30.1
2027-06-25,7.3,18.0,3.4,0.0,23.4
2027-06-26,14.2,14.7,2.8,0.1,11.3
2027-06-27,10.5,18.6,3.7,2.2,20.3
2027-06-28,13.7,13.6,2.0,0.1,28.3
2027-06-29,6.0,15.9,5.2,0.4,17.1
2027-06-30,7.5,16.5,1.3,2.1,32.1
2027-07-01,5.3,10.2,-1.2,3.1,10.7
2027-07-02,5.7,16.5,1.9,1.4,24.0
2027-07-03,9.2,15.7,4.1,1.7,36.9
2027-07-04,8.4,15.0,0.2,0.1,25.1
2027-07-05,9.5,10.4,7.1,0.3,11.6
2027-07-06,3.7,15.5,1.4,0.0,33.5
2027-07-07,11.0,18.8,2.2,0.1,27.6
2027-07-08,7.1,13.9,4.2,2.2,39.9
2027-07-09,10.9,15.2,6.2,0.0,19.8
2027-07-10,7.5,18.3,7.8,0.7,36.7
2027-07-11,2.2,16.7,3.9,7.5,12.8
2027-07-12,7.5,19.9,1.1,1.5,25.5
2027-07-13,11.4,16.8,-1.2,0.6,30.1
2027-07-14,10.9,19.9,6.0,1.9,7.6
2027-07-15,14.8,14.1,-2.0,1.5,24.7
2027-07-16,4.5,10.2,0.9,0.1,14.7
2027-07-17,11.0,16.5,2.1,0.5,14.8
2027-07-18,12.7,18.3,6.7,1.2,28.8
2027-07-19,8.5,13.1,5.1,1.1,32.0
2027-07-20,4.3,15.8,2.1,0.3,16.1
2027-07-21,11.8,13.2,6.5,0.7,10.6
2027-07-22,10.0,15.2,3.6,0.1,31.6
2027-07-23,7.6,16.9,0.5,1.0,21.5
2027-07-24,3.0,16.0,6.2,4.4,19.3
2027-07-25,10.4,10.3,7.7,0.9,18.4
2027-07-26,10.7,18.1,6.2,5.7,15.6
2027-07-27,14.4,19.0,2.3,0.7,31.0
2027-07-28,4.6,11.5,4.6,2.9,20.2
2027-07-29,13.8,13.3,4.3,0.7,15.7
2027-07-30,7.3,16.9,6.5,3.3,8.3
2027-07-31,9.0,16.4,5.1,2.2,5.9
2027-08-01,3.3,14.4,0.6,0.4,31.5
2027-08-02,5.0,16.2,-0.1,2.8,38.6
2027-08-03,12.9,17.9,6.0,1.4,6.5
2027-08-04,4.1,17.5,0.6,0.3,21.8
2027-08-05,9.5,14.5,2.0,1.7,16.2
2027-08-06,13.6,11.7,1.3,0.4,24.3
2027-08-07,9.3,12.8,2.7,0.2,39.3
2027-08-08,12.0,13.7,4.3,0.2,5.3
2027-08-09,13.7,14.6,2.3,3.2,8.2
2027-08-10,7.5,16.2,1.6,0.9,13.5
2027-08-11,6.3,16.9,-1.1,3.0,28.0
2027-08-12,6.1,19.0,1.9,0.3,5.4
2027-08-13,7.8,13.1,4.6,2.3,14.7
2027-08-14,11.2,16.9,1.1,0.6,31.9
2027-08-15,6.9,10.3,1.4,0.4,36.1
2027-08-16,10.0,16.0,1.6,1.7,23.5
2027-08-17,9.5,11.5,6.0,0.5,7.5
2027-08-18,13.1,14.3,7.5,3.0,20.1
2027-08-19,7.2,15.8,-0.5,0.6,8.7
2027-08-20,13.8,13.6,3.8,1.8,17.1
2027-08-21,8.0,16.9,5.7,1.4,24.9
2027-08-22,6.8,13.1,-1.8,0.7,25.9
2027-08-23,12.6,15.4,-0.3,0.3,36.9
2027-08-24,12.2,10.2,-1.1,5.5,39.4
2027-08-25,10.5,10.1,-1.7,0.0,21.7
2027-08-26,8.2,18.2,4.9,1.2,31.7
2027-08-27,3.3,18.9,-0.5,0.7,23.4
2027-08-28,5.9,16.7,1.6,0.2,17.5
2027-08-29,11.5,10.7,-0.4,1.0,24.2
2027-08-30,13.0,10.8,1.6,0.4,11.6
2027-08-31,7.5,18.3,-1.6,0.2,24.3
2027-09-01,9.9,10.9,1.3,0.9,17.0
2027-09-02,2.2,16.8,4.5,0.2,19.0
2027-09-03,4.4,11.5,3.4,0.3,11.2
2027-09-04,4.6,12.9,6.0,2.0,35.0
2027-09-05,11.9,17.0,5.5,1.1,15.8
2027-09-06,6.4,11.7,7.6,1.0,31.1
2027-09-07,5.9,16.6,2.1,1.6,37.2
2027-09-08,14.8,10.6,4.0,0.5,7.3
2027-09-09,13.0,17.0,5.6,1.3,11.0
2027-09-10,7.2,14.8,-0.0,0.5,36.3
2027-09-11,5.8,14.1,0.6,1.2,10.8
2027-09-12,11.2,16.6,5.6,4.5,38.5
2027-09-13,2.4,10.9,-1.4,3.5,34.3
2027-09-14,5.6,12.8,-0.8,0.3,19.7
2027-09-15,3.0,17.1,-1.2,0.9,26.5
2027-09-16,6.0,19.6,6.8,1.6,15.9
2027-09-17,14.3,13.0,6.0,1.3,35.9
2027-09-18,8.6,14.3,6.6,2.3,25.1
2027-09-19,7.0,18.2,7.9,2.0,14.2
2027-09-20,12.6,11.0,-1.6,0.3,8.4
2027-09-21,6.3,12.1,3.3,0.3,6.1
2027-09-22,2.1,11.2,4.6,0.5,18.0
2027-09-23,12.9,15.2,3.3,1.2,9.8
2027-09-24,8.0,13.8,3.4,0.4,27.0
2027-09-25,3.8,10.8,0.2,1.1,12.6
2027-09-26,9.9,12.6,5.7,0.2,37.0
2027-09-27,13.4,15.6,1.0,2.5,36.1
2027-09-28,5.4,15.9,2.6,0.4,30.3
2027-09-29,6.8,14.8,2.1,1.8,24.2
2027-09-30,10.3,19.5,6.1,1.5,33.0
2027-10-01,7.5,13.7,-1.5,1.8,14.6
2027-10-02,3.1,12.5,6.8,1.2,32.5
2027-10-03,7.6,16.4,4.6,3.0,27.5
2027-10-04,9.2,13.4,-1.1,0.4,36.4
2027-10-05,9.8,14.7,2.6,1.0,26.8
2027-10-06,7.9,10.5,4.4,1.5,37.1
2027-10-07,10.5,13.5,-1.5,0.2,11.3
2027-10-08,4.8,12.8,7.4,4.6,6.8
2027-10-09,3.9,16.8,3.2,2.2,5.8
2027-10-10,6.0,15.1,-1.9,0.0,9.1
2027-10-11,14.3,17.4,2.4,6.8,31.9
2027-10-12,8.9,15.2,-0.4,0.7,8.2
2027-10-13,3.1,17.5,0.0,4.6,30.4
2027-10-14,6.3,19.9,3.0,0.1,17.3
2027-10-15,13.6,16.9,5.5,0.3,16.3
2027-10-16,15.0,13.6,2.2,1.0,8.5
2027-10-17,2.0,15.9,4.8,1.0,17.0
2027-10-18,11.9,15.5,2.0,3.1,7.2
2027-10-19,5.4,10.2,7.4,1.9,26.3
2027-10-20,5.8,15.8,4.6,0.6,34.8
2027-10-21,8.2,10.2,5.5,0.6,38.3
2027-10-22,7.2,18.3,5.0,0.1,10.6
